Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Brooklyn South,BKS10,6,2017,December,26.5200332364881,60.8441287850546,74.9667450674118,65.9851699655444
Brooklyn South,BKS11,6,2017,December,21.2440283581227,49.0550810649927,62.8568644742182,54.0793297914607
Brooklyn South,BKS12,6,2017,December,15.6915335982884,53.6463078847481,43.8850361824846,49.6472821099658
Brooklyn South,BKS13,6,2017,December,15.2069391787240,47.6003059033527,50.5949968367688,48.9480269368899
Brooklyn South,BKS14,6,2017,December,15.1662212341425,33.9889840361242,51.2981116577822,39.4026965218900
Brooklyn South,BKS15,6,2017,December,19.5070733912739,52.1610228375164,58.8733442434381,54.6045021528637
Brooklyn South,BKS18,6,2017,December,17.3002136087280,36.6502146547128,62.0707303206419,44.7741750998093
Bronx,BX01,6,2017,December,6.9057813477419,21.2175004836951,23.4635330341140,22.2282977170363
Bronx,BX02,6,2017,December,13.7177417551608,36.8374800256893,53.0964292615179,44.1546050163956
Bronx,BX03,6,2017,December,9.5345870448669,28.4377014499877,33.4421461710164,30.6898855857346
Bronx,BX04,6,2017,December,11.3945579939262,31.8812536987625,42.5370451270998,36.6767516503906
Bronx,BX05,6,2017,December,12.3229438569687,32.1274894649671,48.8762240244415,39.6650358605102
Bronx,BX06,6,2017,December,13.9293388038271,36.6814029475338,42.3035751547895,39.2115871656573
Bronx,BX07,6,2017,December,14.3678086503087,38.1750506872730,56.1113333468965,46.2470373935170
Bronx,BX08,6,2017,December,21.8128382820713,44.2090771923990,76.5775831851543,54.3328563260916
Bronx,BX09,6,2017,December,10.2255592622086,25.5363584395378,42.1756562443510,32.3531936660684
Bronx,BX10,6,2017,December,20.0443029050970,47.0912611407671,63.7798462379785,53.1663892553824
Bronx,BX11,6,2017,December,15.2943930107719,36.3319808658124,54.1336449197873,42.8123019446383
Bronx,BX12,6,2017,December,17.7227140429927,37.2486907372526,71.2047952305266,49.6096958115757
Manhattan,MN01,6,2017,December,30.1101749592195,46.9877372237570,84.1102618235376,56.5406225587992
Manhattan,MN02,6,2017,December,27.5587039888021,43.0943792674370,76.7014077837444,51.7426081615913
Manhattan,MN03,6,2017,December,14.3719181361205,45.0120531676525,42.2105267626570,43.7512632744813
Manhattan,MN04,6,2017,December,23.9959786522310,36.1280756260923,73.8597202270790,45.8377082079755
Manhattan,MN05,6,2017,December,21.0034063984243,33.9026540389880,58.0680214824274,40.1212231356518
Manhattan,MN06,6,2017,December,24.6269523744063,37.7202499239479,69.8759799488107,45.9950104663358
Manhattan,MN07,6,2017,December,28.2508130020328,45.1364574451018,74.8784638681075,52.7900849948494
Manhattan,MN08,6,2017,December,27.5159120279669,45.3508538758158,72.6513590649861,52.3762003055791
Manhattan,MN09,6,2017,December,18.6843401090828,58.8626966019682,47.3416051959183,53.6777818436607
Manhattan,MN10,6,2017,December,15.3314368273405,44.7291139989428,53.9933554171185,48.8983632793017
Manhattan,MN11,6,2017,December,12.3300200978838,44.0832374155627,31.0777324733339,38.2302819847263
Manhattan,MN12,6,2017,December,17.0710437627524,51.2139971579378,56.3694007926182,53.5341183555224
Queens East,QE07,6,2017,December,20.0361243924622,52.0203855591548,63.1872016934294,56.0854299144972
Queens East,QE08,6,2017,December,17.1712998136887,32.7624823584508,49.6166155153302,37.5492714866752
Queens East,QE10,6,2017,December,23.5112409397596,41.1026938958830,76.5976726235634,52.4462797999921
Queens East,QE11,6,2017,December,32.7663929345469,56.1753358703720,76.2145498398192,62.5795246672504
Queens East,QE12,6,2017,December,15.4874840886736,38.3221056946477,66.2753023032620,50.0248358786361
Queens East,QE13,6,2017,December,19.7594430886500,37.4906962297913,80.1968025910043,51.1388347413001
Queens East,QE14,6,2017,December,13.1438892353050,35.1242078396959,39.7072790689709,36.7925784483526
Queens West,QW01,6,2017,December,21.2138853052181,52.0699744430928,72.1570089094549,59.3822365141436
Queens West,QW02,6,2017,December,22.1323328725010,55.8209946048516,72.6662882793735,61.9531691783653
Queens West,QW03,6,2017,December,16.2785134149543,36.5742267633364,61.2778671232847,45.5670670316911
Queens West,QW04,6,2017,December,16.2965517905939,37.9043688379391,59.0927701682173,45.6175603323357
Queens West,QW05,6,2017,December,29.1595710238583,56.0315554957873,86.4735819744382,67.1133344392412
Queens West,QW06,6,2017,December,22.5807040342833,35.0028526578270,66.6013403865715,43.1342158473666
Queens West,QW09,6,2017,December,20.7284205372662,46.4445953919809,73.8902099927442,56.4355936649174
Staten Island,SI01,6,2017,December,21.9497582272927,43.4232181579903,72.9709447212765,52.8661643592900
Staten Island,SI02,6,2017,December,22.3763217895346,47.0440495323051,74.1651720019084,55.7114947196969
Staten Island,SI03,6,2017,December,23.6740954612542,53.2756104051917,75.4767304534541,60.3707072741612
Brooklyn North,BKN01,8,2017,February,14.5976638767055,45.3839492364742,46.1282991293525,45.6888966345050
Brooklyn North,BKN02,8,2017,February,18.4187622445853,32.2638930081322,56.7203971902012,39.2098526278542
Brooklyn North,BKN03,8,2017,February,11.5860696794022,32.7850752232612,42.2380214068192,36.6577853156268
Brooklyn North,BKN04,8,2017,February,14.1319827583733,31.9175683915253,63.1499397448970,44.7129358251296
Brooklyn North,BKN05,8,2017,February,9.9089829442074,23.6312975370444,42.4757843726300,31.3515609275796
Brooklyn North,BKN08,8,2017,February,16.0654405546456,43.6181005146583,58.0103718160599,49.5143674814530
Brooklyn North,BKN09,8,2017,February,12.9511087735570,29.5881525082143,42.4470588630183,34.2691666903171
Brooklyn North,BKN16,8,2017,February,8.4010506292539,21.7561457958925,33.5320530854874,26.5805332536883
Brooklyn North,BKN17,8,2017,February,13.2763746651878,25.6002187301447,57.3647665163401,37.1634337169084
Brooklyn South,BKS06,8,2017,February,29.8562778623832,44.9633700063812,85.2247613602779,56.3981194904480
Brooklyn South,BKS07,8,2017,February,19.9424508801834,40.4334207846023,69.5457104122085,51.0311370180202
Brooklyn South,BKS10,8,2017,February,24.2879969269892,51.4595261754569,77.7816381700729,61.0415369740395
Brooklyn South,BKS11,8,2017,February,18.6901215206496,41.3185252894971,63.0976876655810,49.2467709072654
Brooklyn South,BKS12,8,2017,February,14.4070569730568,48.2049334207128,41.8056529209556,45.5832578399935
Brooklyn South,BKS13,8,2017,February,13.8609565285855,40.8708200735408,49.1918379546449,44.6155840802930
Brooklyn South,BKS14,8,2017,February,14.4156329112548,30.7010633109877,52.2876653292512,37.4526258059863
Brooklyn South,BKS15,8,2017,February,17.9958073422117,44.7110073357909,60.2678345247291,50.3741428070851
Brooklyn South,BKS18,8,2017,February,15.7330721388237,30.7192579807246,62.0070594593558,40.7183022553106
Bronx,BX01,8,2017,February,6.2842245571375,17.2040056555611,23.9226297417311,20.2276335352610
Bronx,BX02,8,2017,February,12.4199984978802,30.8728229738048,51.1036408553575,39.9774348989920
Bronx,BX03,8,2017,February,8.8498877637774,23.3124324683515,34.8082624162514,28.4859786416385
Bronx,BX04,8,2017,February,10.1815826104845,24.8419453879314,42.4638090434535,32.7724319812780
Bronx,BX05,8,2017,February,10.8669310286921,24.8086489578435,47.4063122928786,34.9784283649891
Bronx,BX06,8,2017,February,13.9929959277591,33.5868702312026,45.5479245794120,38.9697844907304
Bronx,BX07,8,2017,February,13.2120557988794,30.9422112690116,56.6838725409372,42.5269053512123
Bronx,BX08,8,2017,February,19.7224423368813,38.0860833624994,76.4203333951377,50.0757464218028
Bronx,BX09,8,2017,February,9.3573732343909,21.0385342415887,41.9516842091372,29.6062934745092
Bronx,BX10,8,2017,February,18.2152241648107,39.6324693884610,66.4004332440497,49.3767831719743
Bronx,BX11,8,2017,February,13.9379498707117,30.3579020827087,54.1401402694027,39.0153252851469
Bronx,BX12,8,2017,February,16.2551797975773,31.3650262881838,70.1990940435339,45.5017512083104
Manhattan,MN01,8,2017,February,26.1111716563032,42.7520353565483,66.6141988478695,48.8925797870844
Manhattan,MN02,8,2017,February,25.2178056337040,36.8001769415205,77.6179477003373,47.3039745117245
Manhattan,MN03,8,2017,February,14.2167125505638,42.7792553774218,43.5249823689439,43.1148599436681
Manhattan,MN04,8,2017,February,22.2687863092877,31.4133965428515,74.6451078857793,42.5383829425931
Manhattan,MN05,8,2017,February,19.6123842275594,30.2417850317148,58.3075485379351,37.4640583955506
Manhattan,MN06,8,2017,February,22.6327670285742,32.2214192128084,72.7623278517584,42.6539707642349
Manhattan,MN07,8,2017,February,26.4551908995416,39.7065063808207,76.9311349000038,49.2856665192290
Manhattan,MN08,8,2017,February,25.3235107020753,39.1888976762155,74.1033622078060,48.1735742250365
Manhattan,MN09,8,2017,February,17.5771456205347,51.5003641128511,47.7896039902650,49.8303856146307
Manhattan,MN10,8,2017,February,14.3119168214390,38.1224276235976,53.8460275852525,45.1986257563628
Manhattan,MN11,8,2017,February,11.4262540443964,38.8912091604572,31.3608992794751,35.5022928277536
Manhattan,MN12,8,2017,February,15.8580992642860,44.7893165339315,55.9638103209318,49.8182496194210
Queens East,QE07,8,2017,February,18.4373921530757,45.3909436190372,62.4755469984998,51.6102338532325
Queens East,QE08,8,2017,February,16.4220239046958,29.0016615867432,53.3285031860161,35.9107953765107
Queens East,QE10,8,2017,February,21.0275529793210,34.7043033177499,80.4650808932548,49.3286623136820
Queens East,QE11,8,2017,February,27.8946857901092,50.4641201024014,81.3671960650580,60.3402127061767
Queens East,QE12,8,2017,February,14.2410630585395,32.6197371496562,64.5772086575210,45.9988748438327
Queens East,QE13,8,2017,February,18.9016074920651,33.1868765307493,82.4129844206850,48.9186956102454
Queens East,QE14,8,2017,February,11.5529419857591,28.8380926618635,38.4556837538140,32.3391742512995
Queens West,QW01,8,2017,February,19.9770407245160,45.0938310194780,74.8338035345169,55.9200419955175
Queens West,QW02,8,2017,February,20.2536425929072,47.6618602832320,72.4743097931429,56.6943102322286
Queens West,QW03,8,2017,February,14.9230093784171,30.3450923171138,61.7371747308769,41.7727191253350
Queens West,QW04,8,2017,February,14.8735535093344,31.3292806811727,59.6374710078271,41.6342814901433
Queens West,QW05,8,2017,February,26.4484433410370,45.8444539856281,89.9434485788836,61.8977646958645
Queens West,QW06,8,2017,February,21.0738495629691,29.8946562744412,70.1580172751777,40.2557853999565
Queens West,QW09,8,2017,February,19.1355471157369,38.7039035134515,74.7181315599595,51.8141251444073
Staten Island,SI01,8,2017,February,19.3208918787028,35.9723343257026,74.5041978764649,48.2864564889206
Staten Island,SI02,8,2017,February,20.4878858818166,40.8074760289557,74.5314913556744,51.5850924299988
Staten Island,SI03,8,2017,February,21.3679666365383,43.3969361650392,77.7325903765911,54.3700218544464
Brooklyn North,BKN01,7,2017,January,16.4579297769254,48.7756079127647,49.6589287077222,49.1374893083637
Brooklyn North,BKN02,7,2017,January,20.4055679844138,33.8572516048971,57.2511385241619,40.5014143470396
Brooklyn North,BKN03,7,2017,January,12.9927778202256,36.4976382006328,44.2533540522144,39.6750221049422
Brooklyn North,BKN04,7,2017,January,16.0687140805653,37.6157049160312,67.2123860989148,49.7409581113623
Brooklyn North,BKN05,7,2017,January,11.0441559782713,26.6246433117318,45.7041616473835,34.4411950810069
Brooklyn North,BKN08,7,2017,January,18.3529599295765,47.8083158514352,61.8320767912007,53.5536104368224
Brooklyn North,BKN09,7,2017,January,13.8924811595717,31.1838621641597,43.6567861335249,35.7243675836642
Brooklyn North,BKN16,7,2017,January,9.1858619565887,23.1637288136074,36.4562086504078,28.6094300602812
Brooklyn North,BKN17,7,2017,January,14.9079110985805,28.6230214259639,62.8637568775740,41.0876404092676
Brooklyn South,BKS06,7,2017,January,33.1499315449828,47.7585691332551,85.9712029347287,58.6114452995415
Brooklyn South,BKS07,7,2017,January,22.6388318826659,45.9936609653499,72.2369882054025,55.5469918324306
Brooklyn South,BKS10,7,2017,January,26.9031800110487,56.5031972766141,78.2443933981773,64.4176220786031
Brooklyn South,BKS11,7,2017,January,21.3117709226292,47.4653088113045,65.6115809571946,54.0710772120887
Brooklyn South,BKS12,7,2017,January,15.6116197390213,52.2358326123933,43.8745180374237,48.8103452869445
Brooklyn South,BKS13,7,2017,January,15.4359514153867,44.0616174090250,52.5411071205103,47.8776995663899
Brooklyn South,BKS14,7,2017,January,15.8785087467353,33.5170421869957,55.2308817747709,40.3084003108544
Brooklyn South,BKS15,7,2017,January,19.7512010647404,49.2199403722183,62.7121499822093,54.1314952735164
Brooklyn South,BKS18,7,2017,January,17.6033991096798,34.4701377449230,64.8059140625761,44.1649311202682
Bronx,BX01,7,2017,January,7.3787350654780,20.6173890734193,26.2685133614180,23.1606027924328
Bronx,BX02,7,2017,January,14.1505915653864,33.3067337596652,55.3417811263769,43.2233152939176
Bronx,BX03,7,2017,January,9.4542221818248,26.4114085409149,33.9188634740303,29.7900393067118
Bronx,BX04,7,2017,January,12.0286355167153,29.9878397058782,47.4713526172959,37.8560633772803
Bronx,BX05,7,2017,January,12.3827364726619,28.2840399199827,52.0984255192081,39.0013890843692
Bronx,BX06,7,2017,January,14.0881896246020,34.1430828900555,42.5496558356440,37.9263498216486
Bronx,BX07,7,2017,January,15.1104197293726,36.5175479752101,60.4572957174857,47.2913147134814
Bronx,BX08,7,2017,January,22.0544693944398,41.4571486084429,80.5696392146063,53.6902191231602
Bronx,BX09,7,2017,January,10.6557581302057,23.6124977286219,43.3169883668000,31.6850899424784
Bronx,BX10,7,2017,January,20.1234747603662,43.1429478639627,67.5118002069763,52.0139156019460
Bronx,BX11,7,2017,January,15.5784499342889,33.2512454318082,57.5529336850209,42.0977634966846
Bronx,BX12,7,2017,January,18.1609076512129,35.2757134333650,75.8627808080810,50.0505809647727
Manhattan,MN01,7,2017,January,27.9039384061853,44.2970468562586,70.9581457307079,51.1578523429453
Manhattan,MN02,7,2017,January,28.9385830243978,41.7174555790154,77.1194350194563,50.8275862577368
Manhattan,MN03,7,2017,January,15.7025468524885,45.2691303461400,43.9748791853006,44.6866697347027
Manhattan,MN04,7,2017,January,24.1996175617432,33.5971449338575,74.5138439010735,44.1264000892185
Manhattan,MN05,7,2017,January,22.1612480619343,32.8684866404639,59.5748232189723,39.7409333235497
Manhattan,MN06,7,2017,January,24.2311563626962,34.1509562948058,71.0232345813930,43.6394447613369
Manhattan,MN07,7,2017,January,28.7821776689590,42.1604437362189,77.3442304185537,51.2144260138929
Manhattan,MN08,7,2017,January,28.3190585404299,41.0950820132752,73.1219274788632,49.3366761848550
Manhattan,MN09,7,2017,January,19.4930284641453,57.3883918679155,48.1449242859108,53.2284915776786
Manhattan,MN10,7,2017,January,15.8284117904881,40.7212017895663,55.4114450081669,47.3323513918733
Manhattan,MN11,7,2017,January,12.5617087188842,42.6940121654174,31.6983959590057,37.7455805684446
Manhattan,MN12,7,2017,January,17.3801025494539,46.9592168317495,58.8478409012203,52.3095348026146
Queens East,QE07,7,2017,January,20.4638565994637,49.3354368380946,66.3010595254943,55.5114146558545
Queens East,QE08,7,2017,January,17.4757254624000,30.7644405545387,54.3190745647857,37.4542575240653
Queens East,QE10,7,2017,January,23.4886502536817,38.2770785361070,82.6745446826202,52.4657466015706
Queens East,QE11,7,2017,January,30.8644167414520,53.7607384410713,83.0439487853876,63.1191497994025
Queens East,QE12,7,2017,January,15.5347476461901,35.8044868455872,68.0410391584676,49.3004629610132
Queens East,QE13,7,2017,January,20.8205157375061,36.0734934191766,87.1170701894176,52.3861443546363
Queens East,QE14,7,2017,January,13.2096458409208,31.2333226636876,39.6957115202836,34.3138771960250
Queens West,QW01,7,2017,January,22.0527587924234,49.2650399342771,77.9777833231667,59.7173097698263
Queens West,QW02,7,2017,January,22.6288866329371,51.0328865483581,75.5700499917687,59.9651243995396
Queens West,QW03,7,2017,January,16.0893842567756,32.7564270551574,63.2515171477760,43.8575226903021
Queens West,QW04,7,2017,January,16.2444611607777,34.7062746322907,61.5056146786489,44.4620102575937
Queens West,QW05,7,2017,January,28.2829293170823,50.3151565772531,89.2531279153111,64.4897054095234
Queens West,QW06,7,2017,January,23.0019898042914,32.4065427784273,73.0693032290851,42.8704509360562
Queens West,QW09,7,2017,January,21.7370789673406,43.4918028865650,79.9864188085223,56.7768996115484
Staten Island,SI01,7,2017,January,21.5096242871579,39.7922190583483,75.6387504051177,51.2481551448606
Staten Island,SI02,7,2017,January,23.0114338613201,44.6713602265296,76.6389910894990,54.8876663025818
Staten Island,SI03,7,2017,January,23.7096935539982,47.1573991391446,79.0891392310221,57.3622351408471
Brooklyn North,BKN01,1,2017,July,15.2428828376223,45.3690831194255,46.4410060562764,45.8580298990283
Brooklyn North,BKN02,1,2017,July,17.0910786166871,30.4288000201290,53.4737266461113,37.2231851189648
Brooklyn North,BKN03,1,2017,July,11.2292505190057,31.5759689346349,37.5418101327048,34.2972269104998
Brooklyn North,BKN04,1,2017,July,13.9224301773942,32.8512309955386,54.0546159782156,42.5229400779241
Brooklyn North,BKN05,1,2017,July,9.6761113224852,23.6727476204413,36.5652056029697,29.5535116147642
Brooklyn North,BKN08,1,2017,July,15.2288796498294,44.3899252661135,49.0447950994769,46.5131969456800
Brooklyn North,BKN09,1,2017,July,11.6429918004851,30.6358396569797,38.9105212666951,33.9280564706436
Brooklyn North,BKN16,1,2017,July,8.3348308262393,21.9579958025304,29.6286154806653,25.4568711976220
Brooklyn North,BKN17,1,2017,July,13.1326453732445,27.7720157822343,54.1550999034728,38.2689553911574
Brooklyn South,BKS06,1,2017,July,28.4054021820257,43.3869484447375,82.2010278974350,54.8305866623184
Brooklyn South,BKS07,1,2017,July,19.9001664910291,46.0982835513641,62.7931039798554,52.7405896977716
Brooklyn South,BKS10,1,2017,July,23.9308354073877,56.4111230357472,69.6992197410517,61.6980086777797
Brooklyn South,BKS11,1,2017,July,17.6754064842724,47.5426295927654,57.5059752537914,51.5067088954738
Brooklyn South,BKS12,1,2017,July,14.6857741939634,49.8746503819073,38.8687119491312,44.8544031531076
Brooklyn South,BKS13,1,2017,July,14.2758096600471,37.5517343011295,56.4705236817430,45.6664383881892
Brooklyn South,BKS14,1,2017,July,14.1964643067457,31.7616071440991,54.3575617658678,39.1007916528382
Brooklyn South,BKS15,1,2017,July,17.4345908178929,47.2738587625577,56.1489648161350,50.8049642178215
Brooklyn South,BKS18,1,2017,July,15.1046344433711,35.2623882941883,59.7270024927584,43.9363348480461
Bronx,BX01,1,2017,July,6.5769888000748,17.7822416575588,25.3749350298378,21.0389225529526
Bronx,BX02,1,2017,July,12.4685676584707,29.5180435329720,53.6885007761153,39.8853088072512
Bronx,BX03,1,2017,July,9.7559185192956,25.3933721513305,38.9494848611593,31.2079008189953
Bronx,BX04,1,2017,July,10.8824165308079,26.9010536984142,45.3434454188478,34.8114198671032
Bronx,BX05,1,2017,July,11.6849496084835,25.6978629231408,52.9306167849463,37.3786176806694
Bronx,BX06,1,2017,July,12.2466033675090,34.6065994850883,45.2581025015571,39.1752742201450
Bronx,BX07,1,2017,July,13.5411566068630,31.2935144812497,59.3238721148640,43.3163798493856
Bronx,BX08,1,2017,July,20.0030790652518,41.4266817918407,78.0661072019444,53.3271970778767
Bronx,BX09,1,2017,July,9.6897754336517,23.3523194483294,37.0387491170478,29.5952455773660
Bronx,BX10,1,2017,July,18.3135129455072,43.0072989762735,62.0130886671468,50.5690618728406
Bronx,BX11,1,2017,July,13.9583767465913,34.8754660432840,49.4524675485628,40.6751634470047
Bronx,BX12,1,2017,July,16.3483297363133,33.9372416457085,68.3767583157806,47.6395641257111
Manhattan,MN01,1,2017,July,27.1578767315819,49.7055255804512,57.8280260076099,51.8932911875818
Manhattan,MN02,1,2017,July,24.3722310923482,39.0228100421119,70.0402557359165,47.3772449256181
Manhattan,MN03,1,2017,July,13.1042774625296,40.4367982942269,42.5327778305880,41.3358121459024
Manhattan,MN04,1,2017,July,22.4039391711225,32.8225316078959,72.6543190691267,43.5510770182286
Manhattan,MN05,1,2017,July,18.1222485402825,29.9622367171034,49.5119764811046,35.2278871984538
Manhattan,MN06,1,2017,July,22.0524361557387,34.5452236559356,65.4443489331710,42.8677893705433
Manhattan,MN07,1,2017,July,25.6130541592477,41.4684497666872,70.2149543471103,49.2112150161651
Manhattan,MN08,1,2017,July,26.3227545399795,44.1267293083167,69.5141789786621,50.9647454758297
Manhattan,MN09,1,2017,July,18.6440840813631,67.3668826552174,46.5998726754714,58.4594342255975
Manhattan,MN10,1,2017,July,14.2915536337754,37.6953876124856,54.4952505797117,44.9012354043051
Manhattan,MN11,1,2017,July,12.2605943680370,44.7849814597896,31.8107372755614,39.2200295915611
Manhattan,MN12,1,2017,July,15.7767073652990,43.6384015269943,59.5601663916277,50.4676128375573
Queens East,QE07,1,2017,July,17.4212231587254,47.0788463064524,56.3461913348181,50.7660104245966
Queens East,QE08,1,2017,July,15.5260774543266,27.5496075919014,48.7993714805250,33.8147210141270
Queens East,QE10,1,2017,July,20.9774533659661,36.4035138683817,78.3676980168540,51.2819455299516
Queens East,QE11,1,2017,July,21.3816543662679,54.9300899238849,75.4203311121882,62.1949196694276
Queens East,QE12,1,2017,July,13.7177764919645,33.4856280189329,57.5322689271038,45.0620649325597
Queens East,QE13,1,2017,July,17.7501158038472,34.7540105986575,82.3564973643802,51.6315065070433
Queens East,QE14,1,2017,July,11.3736204322661,29.2378039084929,39.0534022888722,33.1430995498521
Queens West,QW01,1,2017,July,19.9237023860168,50.4401943352065,69.5876371065755,58.0583162163619
Queens West,QW02,1,2017,July,19.5411241873274,50.3115264553235,66.9803037394280,56.9434709126806
Queens West,QW03,1,2017,July,13.8883875604697,31.5767303245113,53.9321867768846,40.4712126841975
Queens West,QW04,1,2017,July,14.2370454263403,35.0108736184469,51.2885520666150,41.4872130357306
Queens West,QW05,1,2017,July,22.9395398323483,48.1934267925381,81.3960924574556,61.4036479607047
Queens West,QW06,1,2017,July,20.6924165360755,30.7081720974749,66.0376745696160,40.2240436100389
Queens West,QW09,1,2017,July,18.0190635752684,40.0864582825145,71.3071951985077,52.5081368265115
Staten Island,SI01,1,2017,July,19.0623343313135,38.5753932117356,71.5231123309915,50.2570307144700
Staten Island,SI02,1,2017,July,18.6751343537213,43.8394974379812,73.0627610739189,54.2006265712678
Staten Island,SI03,1,2017,July,20.2246010933330,46.7523888079268,80.8149238201611,58.8292850870556
Brooklyn North,BKN01,12,2017,June,15.3867903803916,45.1858165584136,46.3909488503180,45.6758108868061
Brooklyn North,BKN02,12,2017,June,19.4206417419688,35.8103731948204,56.8062953566545,42.0152560003159
Brooklyn North,BKN03,12,2017,June,11.8108839997379,32.9196041063430,43.0728128574581,37.0477937967630
Brooklyn North,BKN04,12,2017,June,14.7769866384829,34.7207010233459,63.3269771695909,46.3517171053569
Brooklyn North,BKN05,12,2017,June,10.0798166430062,24.2869583722305,42.3171989834457,31.6178677656609
Brooklyn North,BKN08,12,2017,June,16.5879043784304,46.2933622359632,57.3180828125729,50.7758996228876
Brooklyn North,BKN09,12,2017,June,12.6416716638405,33.1374566585687,42.5919529534618,36.7285902693720
Brooklyn North,BKN16,12,2017,June,9.6311502387022,22.3860988115555,34.3197257556253,27.2381881290746
Brooklyn North,BKN17,12,2017,June,13.4752923427327,29.2491709552995,60.4257586380035,41.0910807097082
Brooklyn South,BKS06,12,2017,June,29.1106674375837,49.2162780394712,81.8026203789786,58.8464544955424
Brooklyn South,BKS07,12,2017,June,20.5310048741048,48.4171901969048,71.1471137897745,57.0507746882792
Brooklyn South,BKS10,12,2017,June,23.6824058099113,56.5459824510354,73.4446558546800,62.9646632717785
Brooklyn South,BKS11,12,2017,June,18.1322458546383,47.4889590940476,61.1244464544478,52.6681728175822
Brooklyn South,BKS12,12,2017,June,13.9552103553712,44.0943015211994,43.3065505255785,43.7740101120049
Brooklyn South,BKS13,12,2017,June,14.7280426532623,43.7528426195889,49.0331035140741,46.0588581478060
Brooklyn South,BKS14,12,2017,June,14.0758508201836,37.0096590518716,52.5802250626953,42.3477176014899
Brooklyn South,BKS15,12,2017,June,20.0436127031873,49.9679057241593,61.5899536880450,54.3823478866701
Brooklyn South,BKS18,12,2017,June,15.1990811483442,40.2685206887958,72.9766837338081,51.8984145683179
Bronx,BX01,12,2017,June,7.2959101087304,22.5452491735524,27.0311946457663,24.5043682633808
Bronx,BX02,12,2017,June,13.2935150964049,37.3742219452245,54.0299880834261,44.6481911896534
Bronx,BX03,12,2017,June,9.2991892935536,28.7547867465295,34.4285883272828,31.2326708531472
Bronx,BX04,12,2017,June,11.6445531011166,30.9123052406178,49.6829998987679,39.1099140751215
Bronx,BX05,12,2017,June,11.8668984185411,30.4036684039354,52.0489848524523,39.8566929496705
Bronx,BX06,12,2017,June,13.9147746503978,37.0561738881774,42.6262354174353,39.4887522467598
Bronx,BX07,12,2017,June,14.1293184917907,35.4140521443874,62.9859543418304,47.4553576556724
Bronx,BX08,12,2017,June,20.2946006733003,49.2929368819370,77.3683808292184,58.9180438621801
Bronx,BX09,12,2017,June,10.2807249797065,24.4426639456186,43.6399133543189,32.2480670488211
Bronx,BX10,12,2017,June,18.2969671436453,43.5108270189850,68.1602592221999,52.8735050201385
Bronx,BX11,12,2017,June,14.0942882424374,34.8044572097515,56.3248591239949,42.9786249519273
Bronx,BX12,12,2017,June,16.4082567228708,35.2024475091247,74.2519641144031,50.0347587389239
Manhattan,MN01,12,2017,June,26.9167232351510,44.7550664228386,76.0838344677973,52.3003938651918
Manhattan,MN02,12,2017,June,25.7445326252468,39.8766831879714,84.0972353760446,50.5269119317847
Manhattan,MN03,12,2017,June,14.7190092810641,46.9843399668912,46.6738382800198,46.8487364946819
Manhattan,MN04,12,2017,June,21.3693947249618,31.3479843947277,77.4984293447967,42.4630150993774
Manhattan,MN05,12,2017,June,18.8102179434403,29.0347672702282,63.6752026959437,37.3776879895372
Manhattan,MN06,12,2017,June,21.2898377074589,31.9990888499988,72.0591436326990,41.6472891960931
Manhattan,MN07,12,2017,June,25.9879495477002,40.6641218436743,81.8489081457074,50.5832063683589
Manhattan,MN08,12,2017,June,25.0943619987002,40.2937413874188,78.8028302621219,49.5684018097290
Manhattan,MN09,12,2017,June,18.1561388899808,59.7753802651499,49.5403182472435,55.3054852320828
Manhattan,MN10,12,2017,June,14.2471371875154,39.4120782793288,56.8997274961242,47.0493506512418
Manhattan,MN11,12,2017,June,12.1178337259792,44.7973763158516,32.6074035880604,39.4737252765272
Manhattan,MN12,12,2017,June,15.5282873624334,45.2349052439160,58.2113710054211,50.9020364984837
Queens East,QE07,12,2017,June,17.8548733732614,48.5524393442727,64.0686654258767,54.4460204782110
Queens East,QE08,12,2017,June,15.5295071706470,29.9291475586960,51.0886997528017,36.1823876197518
Queens East,QE10,12,2017,June,20.1898211374018,44.2170766027096,91.7187289688525,61.1070246979277
Queens East,QE11,12,2017,June,25.5671582271234,64.4729822717653,89.0520128659612,73.2124372230764
Queens East,QE12,12,2017,June,13.9546549291146,37.1646226950532,66.8091878495742,50.7741379950531
Queens East,QE13,12,2017,June,17.1513828739446,39.0516552711834,93.9305518319739,58.5646967816141
Queens East,QE14,12,2017,June,11.7609321843943,31.2088776175356,43.4629173467808,35.8633713702680
Queens West,QW01,12,2017,June,19.7597756610229,52.0808863343611,73.6005199730552,60.2547622598117
Queens West,QW02,12,2017,June,19.4290402511874,51.9245576246063,71.2005651385108,59.2462293780419
Queens West,QW03,12,2017,June,14.3913934601671,32.8751700566971,61.8600793195613,43.8846071132413
Queens West,QW04,12,2017,June,15.4254137320826,36.8247866803254,63.7126931964121,47.0377120231819
Queens West,QW05,12,2017,June,24.0195549565957,47.9145015131160,87.7897084328688,63.0604375144459
Queens West,QW06,12,2017,June,20.6851971141478,30.0966516805408,75.7977056275219,41.1034495219295
